,url,title,salary,experience,company,area,schedule,working_hours,hiring_format,work_format,employment_type,description
414,https://hh.ru/vacancy/132503236?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Аналитик баз данных/ SQL аналитик,,3–6 лет,РОМИР,,График: 5/2,Рабочие часы: 8,,Формат работы: удалённо,Полная занятость,"РОМИР – лидер прикладной науки о Человеке, Семье и Обществе.

Мы лидеры научно-практической психологии, социологии, маркетинга, демографии и социальной статистики.

Приглашаем присоединиться к нашей команде Аналитика для работы по развитию одного из наших собственных продуктов в области исследований.

Ожидание по опыту:

Опыт работы в области аналитики данных от 5-и лет,
Отличные знания написания SQL запросов и их оптимизации (MySQL)
Требуемый уровень квалификации Middle и выше
Умение самостоятельно формулировать и ставить задачи на основании бизнес-запросов
Опыт работы с большими объёмами данных и сложными запросами.

Приветствуется:

Знание PostgreSQL, ClickHouse
Опыт разработки на Python (обработка и анализ данных, автоматизация)
Опыт работы над проектами в сфере Retail и/или FMCG

Обязанности:

Решение сложных аналитических задач
Анализ входных данных и подготовка на основе этих данных регулярных отчетов
Решение Ad-Hoc запросов клиентов, входной контроль качества данных обрабатываемых категорий
Осуществление расчетов показателей для регулярных клиентских отчетов проверка результатов расчета и форматирование отчетов
Разработка методик расчета для нестандартных показателей
Разработка формата таблиц для новых отчетов
Ведение аналитических проектов

Условия:

Работа в одной из самых динамично развивающихся компаний на российском исследовательском рынке;
Работа с молодой командой профессионалов, которые горят своим делом и нацелены на результат;
Возможность участия в самых крупных российских исследовательских проектах;
Комфортный современный офис в шаговой доступности от ст. м. Багратионовская, м. Фили и Парк Победы;
График работы с 9.30 до 18.00, 5/2 суббота и воскресенье выходные."
415,https://hh.ru/vacancy/133097638?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Аналитик,,1–3 года,ЛАНИТ. Отделение автоматизации и защиты информационных систем,,График: 5/2,Рабочие часы: 8,,Формат работы: на месте работодателя или гибрид,Полная занятость,"Департамент инфраструктурных решений Отделения автоматизации и защиты информационных систем (ОАЗИС) реализует проекты в качестве системного интегратора в следующих областях:

DevOps (автоматизация, проектирование процессов жизненного цикла программного обеспечения);
Мониторинг процессов и инфраструктуры;
Проектирование и внедрение решений для автоматизации банковских процессов, решений по обеспечению информационной безопасности систем финансовой отрасли;
Разработка и тестирование программного обеспечения;
Инсталляция и настройка решений (программных продуктов, пайплайнов, метрик мониторинга, средств обеспечения информационной безопасности) на площадке функционального заказчика, поддержка сред разработки и тестирования внутренней команды Dev&QA и команды заказчика.

Задачи:

Участие в процессе проектирования и внедрения разработанного программного обеспечения / информационных систем;
Сбор информации (требований) у всех участников процесса: заказчиков, аналитиков, разработчиков, инженеров, тестировщиков;
Разработка и сопровождение технической документации (проектные документы, регламенты, ТЗ, постановки на разработку);
Подготовка графических схем (схем бизнес-процессов, структурных схем/вариантов использования), макетов дашбордов;
Участие в приемо-сдаточных испытаниях;
Проведение аудита информационных систем совместно с инженерным блоком (по чек-листу, подготовленному совместно со старшими коллегами);
Участие в ведении внутренней базы знаний, включая разработку и обновление контента.

Ожидания:

Опыт работы аналитиком / системным аналитиком в ИТ-проектах по созданию или развитию информационных систем от 1 года;
Знание основных принципов и технологий разработки программного обеспечения;
Знание основ ИТ-архитектуры;
Знание методологий и нотаций моделирования (BPMN 2.0, UML);
Высокие коммуникативные навыки;
Грамотная устная и письменная устная речь;
Уверенное знание Visio, Word и Excel.

Приветствуется:

Базовые знания Linux;
Готовность к анализу нормативно-правовых актов в сфере ИБ.

Условия:

Мы оформляем официально и предлагаем стабильный и прозрачный доход;
Все льготы и преимущества работы в аккредитованной ИТ-компании;
Офисный формат работы на испытательный срок (3 месяца), далее - гибрид;
Офис находится на м. Алексеевская / Марьина Роща (5 минут езды на корпоративном транспорте от метро);
Обучение: корпоративный университет, электронная библиотека, вебинары с внешними и внутренними экспертами, центр карьерного консультирования;
Профильное обучение и сертификация;
Сообщества: школа спикеров, дебат-клуб, писатели Хабр, киберспорт;
Спорт: футбольный, волейбольный и баскетбольный клубы;
Здоровье: ДМС, включая стоматологию и страхование родственников, врач в офисе, сервис «Понимаю» (психологические и юридические консультации);
События для детей сотрудников: праздники и профориентационные игры, образовательные курсы;
Партнерские программы и скидки для сотрудников: в магазинах-партнерах, фитнес-клубах, на образовательных платформах, на досуговые мероприятия;
Собственный комфортный офис, где есть место не только для работы, но и для спорта и отдыха: спортзал, салон красоты, летний коворкинг на крыше;
Питание: столовая, оборудованные кухни, кофейный киоск, вендинговые аппараты здоровой еды."
416,https://hh.ru/vacancy/133151870?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Бизнес-аналитик,,3–6 лет,ООО А7-Агент,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"Обязанности:

Подготовка БТ/ТЗ по автоматизации бизнес-процессов для внутренних и внешних провайдеров;

Анализ эффективности бизнес-процессов, подготовка предложений по их оптимизации, внедрение изменений;

Осуществлять контроль хода, качества и сроков выполнения работ (ведение план-графика работ, контроль за выданными и выполненными объемами, соблюдение сроков и дедлайнов);

Активное взаимодействие с внешними подрядчиками и внутренними пользователями.

Требования:
Высшее образование;
Самостоятельность пунктуальность, ответственность;
Знание нюансов и методов бизнес-анализа, предпочтительно в финансовом/банковском/страховом секторе;
Опыт работы по интеграции и сопровождению автоматизированных систем в финансовом секторе.
Условия:
Официальное оформление по ТК РФ;
График работы 5/2 с 9:00 до 18:00 или с 10 00 до 19 00;
ДМС после прохождения испытательного срока;
Уровень доход обсуждается с успешным кандидатом на собеседовании;
Современный офис в центре Москвы, м. Киевская, БЦ ""На Бережковской"""
417,https://hh.ru/vacancy/133274972?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Финансовый аналитик (бюджет),,1–3 года,Ozon fresh,,График: 5/2,Рабочие часы: 8,,Формат работы: на месте работодателя,Полная занятость,"Вам предстоит:

Лидирование процесса бюджетирования финансовых показателей доходной части PL Ozon fresh (Topline, Gross Profit);
Подготовка детализированных расчетов всех вверенных метрик отчетности, сверка к факту и к предыдущим бюджетам;
Валидация данных с коллегами из коммерческого департамента, отдела по управленческой отчетности, финансовыми бизнес-партнерами и операциями;
План-факт анализ PL, факторный анализ, комментарии по существенным отклонениям;
Формирование процесса сверки KPI к факту;
Подготовка материалов по результатам бюджетирования, формирование визуально понятных отчетов/графиков;
Коммуникация с коммерческим департаментом, обработка и проверка входящей информации;
Выполнение ad-hoc задач, связанных с аналитикой данных по процессу бюджетирования;
Выявление и исправление ошибок в алгоритмах сборки отчетности;
Постоянное повышение качества данных.

Мы ожидаем:

Высшее образование (предпочтительно финансовое/экономическое, математическое, техническое);
Опыт работы на позиции финансового или бизнес-аналитика не менее 1 года. Аналитический склад ума, уверенная работа с цифрами и другими данными:
Подвинутый пользователь MS Excel, опыт работы с большими массивами данных;
Уверенное владение MS Power Point, опыт подготовки презентаций;
Знание SQL будет преимуществом, приветствуется опыт работы с Vertica, BI (Apache Superset);
Умение работать в состоянии многозадачности, правильно расставлять приоритеты и укладываться в дедлайны.

Мы предлагаем:

Работа в БЦ Москва-Сити;
Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce;
Спорт: йога, танцы, функциональные тренировки онлайн. Скидки на клубные карты различных фитнес-сетей;
Корпоративная офлайн библиотека;
Скидки и привилегии от компаний-партнёров для наших сотрудников;
Социальная ответственность: материальная помощь, подарочные сертификат при рождении ребенка."
418,https://hh.ru/vacancy/133059615?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Fullstack-аналитик,"до 250 000 ₽ за месяц, на руки",3–6 лет,ООО Технокап,,График: 5/2,Рабочие часы: 8,"Оформление: Трудовой договор·Договор ГПХ с самозанятым, с ИП, с физлицом",Формат работы: на месте работодателя или гибрид,"Полная занятость
Стажировка","В связи с расширением команды приглашаем в нашу команду аналитика. Если Вы стремитесь к профессиональному росту, любите разбираться в сложных бизнес-процессах и создавать эффективные IT-решения, эта вакансия для Вас!

Обязанности:
🔹 Анализ бизнес-требований и разработка функциональных спецификаций.
🔹 Моделирование и оптимизация бизнес-процессов с использованием UML, BPMN и других методологий.
🔹Подготовка технических заданий для разработчиков.
🔹Взаимодействие с командами разработки, тестирования и поддержки для обеспечения качественной реализации проектов.
🔹Мониторинг и анализ эффективности существующих систем, предложение путей их совершенствования.
🔹Участие в проектировании архитектуры новых IT-решений.

Требования:
🔹 Опыт работы на аналогичной позиции от 2-х лет, предпочтительно в IT-сфере.
🔹 Знание методологий системного анализа и моделирования бизнес-процессов (UML, BPMN и др.).
🔹 Опыт работы с инструментами для анализа и проектирования систем.
🔹Отличные аналитические способности и умение структурировать информацию.
🔹Хорошие коммуникативные навыки и способность работать в команде.
🔹Высшее образование в области информационных технологий, прикладной математики или смежных дисциплин. (желательно, но не обязательно )

Условия:

🔹 IT аккредитация у компании
🔹 Минимум бюрократии"
419,https://hh.ru/vacancy/133146063?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Аналитик,"от 400 000 ₸ за месяц, на руки",1–3 года,ТОО Евразийское коллекторское агентство,,График: 5/2,Рабочие часы: 8,,Формат работы: на месте работодателя,Полная занятость,"Обязанности:

оценка и анализ рынка коллекторских услуг;
оценка эффективности взыскания;
проведение аналитических исследований;
составление отчетной документации.
подготовка отчетов и их анализ;
работа с базой данных кредитных бюро, передача/получение информации;
работа с большими объемами таблиц;
знание банковской структуры задолженности;
учет задолженности в специализированной программе.


Требования:

опыт работы в данной сфере не менее 1-го года;
образование высшее экономическое, финансы.
владение Microsoft Excel в совершенстве (формулы)

Условия:

Дружный коллектив
Официальное трудоустройство и оформление согласно ТК РК и гарантируем своевременную оплату труда
график работы - 5/2, с 09-00 до 18-00,"
420,https://hh.ru/vacancy/133388463?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Аналитик (отдел маркетинга),"от 50 000 ₽ за месяц, на руки",не требуется,ООО Персона,,График: 5/2,Рабочие часы: 8,,Формат работы: на месте работодателя,Полная занятость,"Обязанности:
Организация сбора первичной информации
Мониторинг рынка
Ценообразование
Участие в ценообразовании
Оценка эффективности маркетинговых мероприятий
Расчет коммерческих условий
Требования:
образование среднего специального, высшее
ответственность
уверенный пользователь Exсel
Условия:
график работы 5/2 с 8:00 до 17:00
официальное трудоустройство
соц.пакет"
421,https://hh.ru/vacancy/133411634?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Инвестиционный аналитик,"до 250 000 ₽ за месяц, до вычета налогов",1–3 года,ООО DOGMA,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"ВАМ ПРЕДСТОИТ:

Формирование и регулярная актуализация финансовых моделей, сценарный анализ, участие в оптимизации финансовых моделей.
Оценка и консолидация функциональных бюджетов, взаимодействие с подразделениями, формирование итоговых материалов для бизнес-планирования, контроль исполнения бюджетов, участие в автоматизации.
Подготовка и проверка ежемесячной отчетности, план-фактный анализ, выявление отклонений и факторов влияния на финансовый результат.
Подготовка моделей для получения лучших условий проектного финансирования, участие в переговорах с банками, согласование и проверка условий кредитных договоров, сопровождение выхода на кредитный комитет.
Финансовая экспертиза договоров и доп. соглашений, контроль заявок на оплату.
Подготовка аналитических материалов и презентаций для инвесторов.

НАШИ ОЖИДАНИЯ:

Специализация: Математическое моделирование экономических процессов, экономика строительства;

Знание Excel (профессиональный пользователь), 1С + Бит-финанс;

Знание теории оценки и инвестиционного анализа, основ статистики;

Навык расчета показателей эффективности проекта, оценки стоимости недвижимости и бизнеса, опыт построения ФМ (CF, налоги, финансирование);

Умение работать с большим объемом информации, с открытыми источниками и базами данных, аналитический склад ума;

Знание процесса проектного финансирования;

Понимание строительного цикла проекта (от этапа подготовки ИРД до ввода объекта в эксплуатацию);

Знание программ MS Office (Excel, Word, PPT, Power BI) на уровне продвинутого пользователя.

В DOGMA ВАС ЖДУТ:

Работа в крупном строительном холдинге федерального уровня;
Официальное трудоустройство с первого рабочего дня по ТК РФ;
«Белая» заработная плата, стабильные выплаты 2 раза в месяц без задержек;
График работы 5/2 (пн-пт с 9:00 до 18:00, сб-вс - выходные);
Возможность обучения и развития в рамках корпоративного университета компании (митапы, тренинги, мастер-классы, онлайн-обучение, внешнее обучение и доступ корпоративной библиотеке). Чёткая система адаптации;
Корпоративные подарки детям сотрудников к новому году, а также брендированные сувениры сотрудникам ко дню рождения;
Место работы: Москва, ул. Садово-Кудринская, д.1"
422,https://hh.ru/vacancy/132753722?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Системный аналитик,,3–6 лет,Ясно,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: удалённо,Полная занятость,"«Ясно» — это сервис видеоконсультаций, лидер российского рынка Mental Health. Мы делаем психотерапию удобной для наших клиентов, и для нас помощь людям — не просто слова, а ежедневная работа.

Сервис Ясно делают более 110 профессионалов, благодаря которым 4700+ терапевтов проводят 4 600 000+ сессий.

Мы выросли до масштабов, когда владение техническим знанием — отдельная и очень важная роль. Документация больше не должна быть «побочным продуктом разработки» — нам нужен системный аналитик, который приведёт её к системности и станет экспертом по устройству продукта.

О продукте и технологиях:

Платформа подбора психологов с расписанием и букингом
Своя видеоплатформа для проведения сессий
SPA на Vue и мобильное приложение на Flutter
REST и gRPC интерфейсы, большой набор интеграций
Работаем в Notion и Yandex Tracker
Развиваем AI-функциональность в продукте и применяем в разработке

Ваши задачи:

Разбираться в потребностях пользователей и продукта, помогать превращать идеи в понятные требования
Продумывать архитектуру и писать спецификации так, чтобы разработчикам было легко реализовать
Описывать процессы, данные и логику продукта — ясно и без лишних слов, включая API‑контракты (OpenAPI) и правила интеграций
Работать рядом с PO, тимлидом и разработчиками на всех этапах задач
Участвовать в проверке реализованного: смотреть, что всё работает по задумке, помогать находить, где что-то пошло не так, и почему
Следить, чтобы документация была актуальной и полезной команде

Что для нас важно:

Опыт системного аналитика от 3 лет
Уверенное владение с BPMN/UML
Разбираетесь в архитектуре веб‑сервисов: API (REST/JSON), RPC, интеграции, умеешь работать с OpenAPI/Swagger
Уверенно взаимодействуете с командами разработки: требования, разбор задач, поддержка на всех этапах
Умеете формулировать требования так, чтобы всем было понятно — от PO до разработчика
Говорите с бизнесом и командой на одном языке

Будет плюсом:

Опыт написания SQL‑запросов и можете разобраться в данных
Есть опыт интеграций: webhooks, очереди, шины
Знакомы с продуктовой аналитикой

Работа в Ясно — это:

Причастность к значимому делу со смыслом, где помощь людям — и миссия, и ежедневная задача
Минимум бюрократии и максимум самостоятельности, когда в команде каждый заряжен на результат и честно делится своим мнением
Команда, где ценят честность, инициативу и человеческое отношение
Аккредитованная ИТ-компания
Выбор формата работы: удалёнка из любой точки мира или уютный офис на Патриках
Развивающая атмосфера в окружении профессионалов, возможность компенсации внешнего обучения для роста экспертности и внутренние тренинги, которые прокачивают не только рабочие навыки
Забота о здоровье - 100% компенсация терапии и ДМС со стоматологией

После отклика вас ждут:

1 этап: знакомство с People командой и первичное обсуждение вакансии

2 этап: собеседование с CTO, чтобы до конца определиться, что нам по пути"
423,https://hh.ru/vacancy/132934500?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Менеджер OZON (аналитика + реклама + ведение карточек),"от 70 000 до 100 000 ₽ за месяц, на руки",3–6 лет,Blueclean,,График: 5/2 или свободный,Рабочие часы: 8 или по договорённости,"Оформление: Трудовой договор·Договор ГПХ с самозанятым, с ИП, с физлицом",Формат работы: удалённо,Полная занятость,"Blueclean — динамично развивающийся бренд бытовой химии для дома, который активно растёт в e-com и уверенно занимает топовые позиции на маркетплейсах. Если вы чувствуете себя как рыба в воде в аналитике воронок продаж, настройке и оптимизации рекламных кампаний на Ozon, умеете быстро реагировать на тренды и хотите влиять на развитие продукта — нам по пути!


Ищем сильного менеджера по OZON, который умеет не просто “вести карточки”, а будет реально влиять на рост продаж через аналитику, рекламу и системную работу.


Что важно знать сразу:
У нас НЕ огромный каталог и НЕ потоковая работа.
Вы будете работать с 7–15 артикулами, но глубоко:

Анализировать воронку
Усиливать рекламу
Улучшать CTR и конверсию
Искать точки роста
Влиять на результат напрямую


Нам нужен человек с мышлением: “Как вырастить продажи и прибыль?”


Что нужно делать:

Ведение карточек на Ozon (кроме поставок)
Управление рекламными кампаниями
Анализ CTR, конверсии, ДРР, воронки продаж
Поиск и тестирование гипотез для роста
Работа с SEO, позициями и аналитикой
Контроль эффективности карточек товаров
Анализ конкурентов и трендов
Формирование задач для команды (дизайн, контент и др.)


Что НЕ нужно делать:

Самостоятельно делать дизайн
Отвечать на отзывы
Заниматься рутиной склада и поставок

Для этого есть команда.


Нам нужен человек, который:

Работал с Ozon от 2–3 лет
Умеет работать с внутренней рекламой Ozon
Понимает экономику продвижения и цифры
Мыслит через аналитику и гипотезы
Сам предлагает решения, а не ждёт задач
Имеет реальные кейсы роста продаж


Будет большим плюсом:

Опыт в бытовой химии / товарах для дома
Работа с MPStats / Sellium / аналитикой Ozon
Опыт масштабирования брендов


Условия:
— Полностью удалённая работа

— Гибкий и адекватный формат работы

— Быстрое принятие решений без бюрократии

— Возможность напрямую влиять на развитие бренда

— Команда, где ценят инициативу и результат

Заработная плата:

оклад 70 000 руб + KPI

В сопроводительном письме просим кратко описать ваши лучшие кейсы с артикулами из подходящей категории."
424,https://hh.ru/vacancy/133182975?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Системный аналитик (банковские продукты),,3–6 лет,"ПАО Банк ПСБ, ИТ",,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,"Формат работы: на месте работодателя, удалённо или гибрид",Полная занятость,"Ключевые задачи:
Сбор, анализ, формирование и согласование требований (ТЗ, User story и др)
Моделирование процессов, оценка трудоёмкости, составление планов работ
Постановка задач разработчикам, смежным подразделениям
Подготовка технической документации
Приемка результатов работ
Участие в формировании и поддержании общего ""информационного пространства"" подразделения
Работа с инцидентами и обращениями пользователей
Что важно для нас:
Опыт составления технических заданий, расширенных БТ, инструкций и т.д.
Умение анализировать бизнес-процессы, четко и структурировано формулировать требования по их автоматизации
Опыт проектирования UI
Опыт описания интеграционных взаимодействий (SOAP / REST)
Знание и понимание банковских процессов в области продуктов для физических лиц
Знание нотаций моделирования бизнес процессов: BPMN/UML
Знания принципов и приемов проектирования информационного обмена, понимание процессов интеграции
Понимание структур JSON, XML/XSD
Знания SQL, основ проектирования БД
Опыт работы с микросервисной архитектурой, проектирование сервисов, опыт переноса функционала с монолита на микросервисы
Что предлагаем:
График работы: 5/2 (пн-чт с 09:00 до 18:00, пт до 16.45)
Удаленный формат работы
Официальное оформление в соответствии с ТК РФ
Конкурентный уровень дохода
Доплата к отпуску и больничному листу
«Кафетерий льгот»: ДМС для работника и членов семьи, возмещение затрат на отдых, спортивные услуги, покупки на маркетплейсе «ПСБ Маркет»
Дополнительные льготы при заключении брака и рождении детей
Материальная поддержка в определенных жизненных ситуациях
Бесплатная программа поддержки работников: юридические, финансовые и психологические консультации, помощь в бытовых вопросах, автопомощь, корпоративные скидки, профориентация детей работников
Возможность профессионального развития и прохождения внутреннего и внешнего профессионального обучения
Корпоративная паритетная пенсионная программа"
425,https://hh.ru/vacancy/133212042?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Процессный аналитик,,3–6 лет,АО НПФ Будущее,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"Чем предстоит заниматься:

Моделирование, обследование и анализ бизнес-процессов, выявление точек неэффективности;
Выработка предложений по повышению эффективности процессов;
Ведение проектов в области повышения эффективности бизнес-процессов;
Участие в разработке методологии процессного управления.

Наши пожелания кандидату:

Опыт работы ведении проектов в области описания и оптимизации бизнес процессов;
Опыт работы BPM / BPMS (Business Studio, Aris);
Навыки управления проектами оптимизации / реинжиниринга бизнес-процессов, моделирование в ПО;
Знание нотаций моделирования бизнес-процессов (BPMN 2.0);
Знания в области проектного управления.

Мы предлагаем:

Работа в офисе класса А+, в центре Москвы;
Работа в Офисе 3 мес. испытательный срок, далее гибридный формат работы (3/2,2/3);
Стабильный и прозрачный доход: основной оклад +годовая премия по итогам работы;
Корпоративная пенсионная программа;
Забота о здоровье: расширенный ДМС;
Поддержка на испытательном сроке: у каждого нового сотрудника есть наставник;
Возможность карьерного роста;
Обучение за счет компании и при поддержке работодателя;
Корпоративные скидки от компаний-партнеров;
Корпоративная скидка на фитнес;
Корпоративная скидка на обучение."
426,https://hh.ru/vacancy/131268229?query=%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,Главный аналитик (аналитик-архитектор),,3–6 лет,ФОРС,,График: 5/2,Рабочие часы: 8,Оформление: Трудовой договор,Формат работы: на месте работодателя,Полная занятость,"Обязанности:
Анализ функциональных и не функциональных требований к системе, определение бизнес-потребностей заказчика, преобразование бизнес-потребностей заказчика в функциональные блоки/модули системы;
Участие в экспертной оценке входящих функциональных требований на предмет их реализации в системе с определением трудозатрат и сроков;
Участие в формировании целевых приоритетных клиентских путей: определение каналов взаимодействия клиента с системой, определение целевых действий участников клиентского пути;
Формирование функциональной карты/архитектуры системы TOBE с указанием модулей/сервисов/функций, необходимых для приоритетных целевых клиентских путей и эксплуатации системы в соответствии с процессами и потребностями заказчика;
Выполнение декомпозиции функций с фиксацией внутрисистемных связей, определение функциональных точек в процессах TOBE, подлежащих автоматизации;
Сопоставление ASIS и TOBE функциональных карт/архитектур, классификация модулей/сервисов/функций по категориям относительно возможностей и механизмов их реализации;
Формирование целевого портфеля модулей/сервисов/функций, необходимых к реализации в системе в ходе выполнения проекта, приоритизация по сложности реализации в системе;
Участие в выработке аналитических решений по проектированию прототипов, MVP и целевых реализаций в системе, проектирование целевых сервисов;
Участие в планировании и координации очередности реализации требований и задач, выполняемых с целью комплексной автоматизации процессов и направлений заказчика;
Требования:
Высшее техническое/экономическое образование
Опыт работы в качестве бизнес-аналитика, системного аналитика, архитектора не менее 3х лет;
Навыки применения нотации BPMN и UML для описания и моделирования бизнес-процессов и функциональности системы;
Опыт реализации интеграционных проектов, понимание основ и механизмов интеграционного взаимодействия: SOAP, REST, очереди;
Знание и умение работать с форматами XML, XSD, JSON;
Опыт проектирования моделей исполняемых бизнес-процессов для последующей автоматизации в системах класса BPMS/WorkFlow/DocFlow с проектированием экранных и печатных форм;

Будет плюсом:

Опыт работы с Archi/ArchiMate;
Навыки выполнения тестирования ПО и приложений;
Навыки формирования ФТТ, ЧТЗ, ПМИ и проведения ПСИ;
Применение ПО Camunda для проектирования и настройки исполняемых процессов;
Условия:
«Белая» заработная плата, оформление по ТК РФ;
ФОРС – Центр разработки является аккредитованной ИТ-компанией;
ДМС, НС — после испытательного срока (3 месяца) + страховка выезда за рубеж (полис ВЗР);
Техника по выбору;
Возможность профессионального и карьерного развития, участие в конференциях;
Дополнительный выходной день в честь дня рождения;
Комфортные условия труда;"
